danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,label,key_6,time_signature_4.0,key_0,key_1,key_2,key_3,key_4,key_5,key_7,key_8,key_9,key_10,key_11,time_signature_1.0,time_signature_3.0,time_signature_5.0
0.52,0.731,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,As It Was,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
